4.5377,7.5864
5.8339,18.043
1.7412,-11.302
4.8622,10.399
4.3188,6.3741
2.6923,-4.3429
3.5664,1.1654
4.3426,10.673
7.5784,26.887
6.7694,20.242
2.6501,-7.0777
7.0349,23.251
4.7254,8.3349
3.9369,3.3045
4.7147,8.5939
3.795,3.4226
3.8759,3.7452
5.4897,15.44
5.409,16.471
5.4172,15.669
4.6715,6.6495
2.7925,-7.9321
4.7172,10.343
5.6302,12.411
4.4889,7.4766
5.0347,11.194
4.7269,12.459
3.6966,1.7993
4.2939,5.2434
3.2127,-1.0677
4.8884,10.51
2.8529,-3.8065
2.9311,-4.316
3.1905,-3.4756
1.0557,-15.826
5.4384,11.849
4.3252,4.6481
3.2451,0.849
5.3703,12.807
2.2885,-8.0264
3.8978,4.6856
3.7586,1.8701
4.3192,7.7939
4.3129,5.6253
3.1351,-0.40192
3.9699,4.7656
3.8351,2.533
4.6277,6.9928
5.0933,9.9309
5.1093,11.236
3.1363,-2.6366
4.0774,3.902
2.7859,-2.8569
2.8865,-4.1434
3.9932,5.7208
5.5326,13.753
3.2303,0.19286
4.3714,5.7551
3.7744,2.7165
5.1174,13.21
2.9109,-4.1545
4.0326,3.5471
4.5525,10.91
5.1006,13.064
5.5442,13.987
4.0859,5.5962
2.5084,-6.8486
3.2577,-0.030611
2.9384,-1.1361
6.3505,17.738
3.3844,1.3429
4.7481,11.416
3.8076,2.7457
4.8886,12.831
3.2352,-1.0372
2.5977,-7.5882
2.5776,-9.2055
4.4882,6.8531
3.8226,3.8792
3.8039,3.1379
5.4193,14.433
4.2916,5.1198
4.1978,5.5875
5.5877,12.422
3.1955,-2.7259
4.6966,7.5409
4.8351,10.566
3.7563,2.2965
4.2157,3.7017
2.8342,-4.059
2.852,-4.9873
4.1049,3.6929
4.7223,10.319
6.5855,22.015
3.3331,0.014308
4.1873,6.6592
3.9175,3.7095
2.067,-8.4863
3.561,2.027
2.2053,-6.5736
4.8404,10.534
3.112,0.055837
4.1001,4.7256
3.4555,0.16875
4.3035,8.7245
3.3997,-0.93025
4.49,7.3763
4.7394,10.524
5.7119,16.044
3.8059,4.8325
1.8616,-9.1559
3.1604,-1.3424
5.3546,12.144
2.9278,-2.5218
4.961,8.4931
4.124,5.2339
5.4367,15.163
2.0391,-9.2009
3.8023,3.9958
2.7922,-1.1821
6.908,25.494
4.8252,10.107
5.379,14.507
2.9418,-2.6437
3.5314,-1.266
3.7275,1.4762
5.0984,13.472
3.7221,2.0153
4.7015,9.741
1.9482,-11.714
3.6462,1.6582
3.1764,-0.75472
2.4229,-8.9865
4.508,8.0424
4.282,5.6646
4.0335,2.7785
2.6663,-5.2604
5.1275,8.8481
4.3502,3.1265
3.7009,0.11697
4.0229,2.6266
3.738,0.37877
2.2498,-10.744
3.7143,2.4746
3.1686,-4.201
3.0208,-2.5861
2.8436,-2.7624
3.4664,0.31501
1.9974,-9.6742
4.9642,10.069
4.5201,5.2963
3.98,3.7941
3.9652,5.2455
3.2018,1.1799
5.0187,10.364
3.8668,0.56502
3.2855,-0.67309
5.3514,13.906
3.7752,2.0982
3.411,-1.8405
3.7062,5.1026
3.1521,-5.4984
2.8799,-4.5173
6.526,19.386
5.6555,14.44
4.3075,6.6134
2.7429,-4.4607
3.1345,-3.0705
3.8235,3.9831
4.7914,10.423
2.668,-4.19
1.6701,-12.734
2.5509,-4.3777
4.3335,7.3227
4.3914,10.579
4.4517,8.7607
3.8697,4.8896
4.1837,5.3494
3.5238,-1.2773
4.862,9.3741
2.6383,-6.5672
4.455,6.2678
3.1513,-0.99787
3.6651,0.82852
4.5528,6.4304
5.0391,10.537
2.8824,-3.9604
5.2607,13.331
4.6601,7.0822
3.9321,4.0223
3.8048,2.7736
3.7824,4.546
3.6969,1.579
4.023,3.9511
4.0513,2.543
4.8261,7.5583
5.527,15.016
4.4669,6.836
3.7903,3.3317
4.6252,6.9338
4.1832,8.2148
2.9702,-2.9164
4.9492,12.168
4.3071,5.7679
4.1352,4.6815
4.5152,8.622
4.2614,6.6629
3.0585,-4.2281
3.8377,0.51038
3.8539,1.295
3.468,-1.8596
5.6821,15.699
3.1243,-2.6783
3.5162,0.092745
3.288,-3.0168
2.8258,-2.8969
3.8078,3.3529
3.7259,1.9704
5.5301,16.136
3.751,0.93059
2.9358,-2.702
5.6035,15.603
5.2347,13.059
3.7704,1.2882
2.4938,-5.8872
3.5554,0.13608
3.8441,1.5381
4.2761,4.0447
3.7388,3.8024
4.4434,5.7518
4.3919,6.4368
2.7493,-6.4982
3.052,-3.0003
3.2589,-6.1102
3.4922,-1.1843
3.6794,-0.41719
4.0125,2.5177
0.97082,-17.231
3.543,0.34362
5.2424,15.579
2.9333,-4.2442
4.9337,10.056
4.3503,3.9911
3.971,3.0618
4.1825,3.1905
2.4349,-6.752
3.9155,4.7355
5.6039,15.692
4.0983,3.5955
4.0414,1.7647
3.2658,1.1914
3.9692,6.9567
4.2323,5.7895
4.4264,5.4117
3.6272,3.2793
3.7635,1.4522
6.0237,17.237
1.7416,-10.212
6.2294,17.242
4.3376,3.3041
5.0001,11.551
2.3358,-6.8632
3.41,0.075848
3.7219,2.8492
4.4227,8.5898
2.3298,-6.0241
4.4716,6.3753
2.7872,-3.1165
4.0662,4.7245
4.6524,7.7197
4.3271,4.4119
5.0826,12.47
5.0061,10.395
3.3491,-0.41948
4.2571,4.5478
3.0556,-4.9132
2.6782,-4.8551
4.9248,10.285
4,5.854
3.9451,4.8605
4.9111,11.915
4.5946,6.9449
4.3502,4.9689
5.2503,10.665
4.9298,11.185
4.2398,9.9662
3.3096,0.36131
3.3484,-1.6908
5.1921,13.519
2.3882,-8.866
3.9755,1.629
2.0512,-8.3379
5.0205,9.8388
4.8617,10.434
4.0012,6.1825
3.9292,4.1313
1.5137,-11.718
4.5812,5.5276
1.8076,-10.105
1.6807,-8.697
4.0799,5.3881
3.0515,-4.9267
4.4115,6.5252
4.677,7.8982
4.8577,10.51
3.3088,-0.13201
4.4494,7.7276
4.1006,4.132
4.8261,8.7734
4.5362,6.788
4.8979,11.515
3.8681,0.22495
3.8528,2.6638
5.0078,11.372
1.8763,-11.662
3.4954,1.2561
2.7294,-4.8774
3.6174,-0.090414
4.6487,8.7253
4.8257,9.2829
2.9851,-3.6368
3.5289,-0.35006
4.137,5.0405
3.7081,-0.8679
4.3018,5.4667
4.3999,5.9192
3.07,-3.8265
3.8232,3.7889
1.8679,-11.847
5.1454,12.739
3.3709,1.1679
2.7962,-4.5491
3.7461,2.6772
2.5714,-4.869
3.9791,3.7309
3.4393,0.96758
6.1778,17.075
5.1385,13.572
1.5031,-14.758
4.4413,4.2178
2.6019,-3.5068
3.7449,2.1431
4.1644,5.8284
4.7477,8.5978
3.727,0.53819
5.5763,10.126
3.5191,1.6497
4.3275,5.8166
4.6647,8.2816
4.0852,5.2149
4.881,7.8843
4.3232,5.1025
3.2159,0.36312
2.1946,-7.5328
5.8586,14.843
3.3955,-3.5774
4.1034,3.8301
4.5632,8.2167
4.1136,6.2407
3.0953,-2.0977
3.5323,-0.96228
3.8751,3.6116
5.479,12.392
3.1392,-3.4252
4.7847,8.4036
4.3086,4.2289
3.7661,1.9675
2.943,-4.6844
3.7159,1.5978
3.9133,2.687
2.5306,-6.7723
4.1922,4.5476
3.1777,0.23281
3.9058,4.2932
4.3362,6.4112
3.0953,-4.51
3.7117,-0.5024
4.3501,3.378
2.1641,-4.6399
5.036,12.651
6.4245,21.126
4.9594,9.1137
3.6842,0.048937
4.4286,7.8041
2.964,-0.72873
5.8779,14.339
4.9407,9.7961
4.7873,9.3024
3.1241,-5.1231
4.3199,7.5082
3.4417,-0.49328
3.6886,4.8073
3.43,-0.53738
2.9743,-2.445
3.0913,-4.0365
3.7901,1.5857
2.3011,-9.529
4.6076,8.7994
3.8822,5.1998
4.6992,7.9065
4.2696,6.5352
4.4943,6.6309
2.5169,-6.0757
2.9797,-1.1905
3.553,1.1017
4.1097,3.1537
5.1287,10.463
3.71,1.7366
5.2616,12.408
4.4754,5.9419
5.1741,12.381
4.1269,6.8339
3.3432,-0.92033
2.5186,-6.5379
4.1555,1.6694
4.8186,8.4506
3.7074,-0.17281
3.4592,-0.32853
3.6914,2.6829
2.9034,-1.2116
3.507,3.3786
3.8193,2.5722
4.0458,3.8213
3.9362,4.8237
4.6113,8.976
4.1093,5.9373
5.814,17.72
4.312,3.8645
5.8045,17.286
3.2769,-1.1311
4.5265,6.4579
3.7397,1.132
4.6001,10.122
4.5939,6.8463
1.814,-12.996
2.673,-4.8247
2.559,-2.8344
4.4018,6.8122
5.4702,14.621
3.6732,0.29449
4.8123,12.193
4.5455,7.9575
2.9484,-2.4367
4.3975,5.2707
3.2481,0.13224
5.5163,15.064
3.9674,1.9882
5.636,15.35
3.5749,0.37049
4.5894,8.236
3.9372,3.1794
1.978,-10.245
3.0179,-4.3736
4.6125,7.7265
3.9451,4.8063
2.8813,-1.0221
3.3736,-2.1161
4.2495,9.3971
3.007,-0.49257
4.975,10.988
3.3593,-0.88655
5.8089,15.401
2.9201,-2.1636
4.1992,4.3006
2.479,-7.2091
3.2764,0.37298
3.4067,0.58053
4.4013,8.1556
4.9421,11.281
4.3005,5.4536
3.6269,0.63142
4.8155,10.858
4.7989,8.4747
4.1202,6.6639
4.5712,9.164
4.4128,7.2931
3.013,-2.805
4.7596,9.8063
3.3428,4.9174
3.3961,-0.34086
4.1769,2.8145
3.6925,4.8389
3.8682,4.0332
4.5954,7.1063
5.0468,15.269
3.802,3.4858
4.3277,6.7158
3.7617,1.1532
4.2296,3.9379
4.44,4.3021
3.3831,-0.91019
4.2748,4.2683
4.6011,9.149
4.0923,4.1459
5.7298,18.671
3.3914,2.1363
3.2629,-0.83216
2.2501,-8.5113
4.9105,12.064
4.8671,8.2104
-0.3263,-6.2531
-1.6691,6.2556
-1.4003,4.5379
-1.6718,5.7639
-0.42437,-2.7279
-1.7781,5.5527
-2.0636,9.4564
-0.44702,-4.1295
-1.4234,2.6905
-0.63841,-0.37361
-1.3519,6.0354
-0.73046,-1.4572
-3.5644,17.914
-0.53414,-1.5836
0.85356,-10.132
0.039289,-4.6746
-0.089103,-4.8676
-1.2397,1.6734
-0.819,0.7247
-0.75575,-0.80781
-0.90361,2.4636
-1.8305,4.5532
-1.3523,3.6489
-1.1748,4.1998
-1.4807,3.5514
-0.16316,-5.7401
1.5383,-17.958
-2.3233,9.7001
-0.87166,-0.19555
-2.4424,11.164
0.30251,-9.3529
0.40991,-8.6008
-2.6625,11.538
0.94368,-12.981
-2.0847,7.1886
-0.77318,-1.0017
0.098929,-1.0637
-0.85281,5.2523
1.2957,-13.067
1.7526,-16.776
-0.86168,-1.9303
-2.9071,13.255
-1.365,2.5609
-1.8481,7.6795
-1.7648,7.0235
-2.1277,8.9488
-0.92181,-0.065571
1.1066,-14.967
-1.7158,5.9476
-1.2805,4.6966
0.16648,-6.388
0.21282,-7.0886
-0.51446,-1.3338
0.026016,-5.1763
-0.12927,-7.507
-1.3818,3.6632
-0.57111,-2.6179
-1.2991,-0.080529
-1.8999,5.1552
-0.36525,-3.8743
-0.93255,1.8107
-1.1871,1.9367
-0.70827,-0.60749
-0.012305,-7.2033
-0.60707,-5.0464
-0.80545,-0.19721
-0.72022,-2.401
-0.94878,2.4594
-1.7745,9.0262
-0.21322,-5.0034
0.40891,-6.8773
-1.5341,6.1596
0.92776,-14.489
-1.1762,2.1645
-1.2438,3.0856
-1.8976,8.002
-1.7923,7.5134
-1.953,8.6181
-0.64609,-0.39317
0.59703,-10.503
-0.47253,-2.0532
-0.1458,-8.3769
0.34185,-10.065
-3.4995,20.105
-1.1676,1.1347
-0.64698,-0.92941
-0.28275,-1.6175
-2.3049,8.6293
-2.0059,6.4575
-0.20932,-5.2174
-1.1166,2.4862
-0.44691,-3.1329
-1.9606,6.1168
-2.6338,9.8415
-0.2388,-4.8247
0.19331,-7.5757
0.63206,-11.089
-2.5322,11.167
-2.3369,8.5308
-2.4738,12.019
-1.0417,-2.0744
-1.6155,5.4706
0.31415,-7.0334
-2.4551,9.7277
-2.7423,12.934
-0.7947,0.034488
0.19293,-8.1814
-1.8028,6.5184
-2.2656,10.37
-1.1493,0.58159
-2.6364,13.583
-0.98266,2.5724
-0.17161,-4.2193
-0.78226,-0.47903
-2.9092,12.374
-1.5368,5.4691
-1.302,1.2044
0.81358,-9.0544
-0.085148,-4.4986
-1.0571,1.8033
0.30936,-8.6431
-2.0447,4.8442
-1.3483,1.5546
0.41256,-8.1819
0.50238,-5.6369
-0.26962,-2.8952
-0.50925,-1.9073
-1.5861,4.2064
-0.2551,-3.9508
-1.8282,8.2019
-0.42548,-3.3568
-0.71816,1.9799
0.13931,-8.7477
-1.4259,3.3568
-0.36386,-3.3083
-0.20682,-7.4936
-1.8984,8.0729
-0.84376,0.042178
0.59725,-9.8963
-0.88756,1.4528
-1.3086,4.743
-0.54334,-0.9108
-1.2751,2.1734
-0.55686,-2.1297
-1.1348,2.4763
-1.0183,-0.8165
-0.53921,-3.7811
0.36232,-9.06
-0.54813,-1.9979
0.64838,-7.6051
-3.0284,16.228
-1.4493,3.4158
-0.76401,-1.6009
-1.8352,9.1339
-2.276,14.03
-0.38296,-2.9987
-0.3873,-3.9679
-0.71062,-3.1806
-0.60468,-0.22039
-1.8706,7.4548
-1.4977,6.2357
-1.1067,0.33121
-1.6878,6.1179
-0.66812,-2.3011
1.3652,-13.349
-1.4822,3.4753
-0.35255,-3.6025
-2.0344,7.5998
0.33955,-6.7063
-1.9691,8.3494
-0.79128,-1.9926
-1.6186,4.2902
-0.48798,-4.1495
-0.98865,1.7035
-1.044,1.8167
1.9491,-21.877
-1.63,2.3994
-1.0469,1.261
1.683,-16.435
-2.1467,9.1731
-0.447,-5.2023
-2.0765,6.0285
0.03064,-4.7709
-0.67247,-1.4847
-0.34788,-4.0968
-1.2789,4.9589
-0.75481,-1.9231
0.47251,-8.951
-3.2751,17.344
-2.6333,13.537
-0.58453,-3.1875
-1.6548,6.0703
-1.2963,7.2938
-2.4969,8.9897
-1.9048,7.9143
-1.4042,3.4336
-1.7258,4.7294
-1.8665,5.6925
-1.4218,4.6805
-1.9427,11.084
0.34188,-9.4862
-1.9884,8.6565
0.81794,-12.408
-1.3744,6.6393
-2.4517,11.859
-1.6187,5.0557
-0.065499,-4.4898
0.055929,-6.2945
-0.83977,1.6061
-0.7126,-1.27
-0.36709,-5.1007
-2.459,11.448
-1.5817,7.4271
-2.8301,11.778
-1.4491,3.7242
-0.050725,-3.9966
-0.28256,-6.9188
1.2878,-13.819
-0.83327,1.0136
-3.1565,16.21
0.6894,-11.848
0.28228,-7.8588
-1.5826,5.1642
-0.77739,0.90982
-0.22055,-3.3524
-0.61529,-2.1959
-0.30363,-1.3007
-1.1127,1.6992
-1.0388,0.011484
-0.91191,-0.28559
-1.7897,7.776
0.42296,-8.5166
-0.99367,2.3305
-0.31352,-3.6297
-1.8549,10.744
-2.0752,5.8441
-1.091,0.98467
-1.2528,2.6139
0.19482,-7.1063
-0.39394,-0.93069
-0.45949,-2.3903
-2.4449,10.792
-1.9677,7.7831
-0.79795,0.76763
